priority,url,why_inspect,our_final_status,our_redirects_to,our_declared_canonical,our_meta_robots,our_internal_inbound_links,our_in_sitemap,recommended_action,GSC_verdict,GSC_google_selected_canonical,GSC_user_declared_canonical,GSC_coverage_state,GSC_last_crawl,GSC_crawled_as,GSC_indexing_allowed,GSC_referring_page,GSC_matches_our_expectation_YN
P1,https://www.oligopolypeptides.com/individual-research-account/,Listed in the sitemap but 1-hop redirect to https://www.oligopolypeptides.com/my-account/.,200,https://www.oligopolypeptides.com/my-account/,,"noindex, follow",0,True,"Replace with the final destination in the sitemap, or drop it.",,,,,,,,,
P1,https://www.oligopolypeptides.com/institutional-research-exchange/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/institutional-research-exchange/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P1,https://www.oligopolypeptides.com/legal/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/legal/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P1,https://www.oligopolypeptides.com/orii/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/orii/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P1,https://www.oligopolypeptides.com/peptide-finder/cellular-health/,Listed in the sitemap but 2-hop redirect to https://www.oligopolypeptides.com/senescence-biology-hub/.,200,https://www.oligopolypeptides.com/senescence-biology-hub/,https://www.oligopolypeptides.com/senescence-biology-hub/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Replace with the final destination in the sitemap, or drop it.",,,,,,,,,
P1,https://www.oligopolypeptides.com/peptide-finder/immune-research/,Listed in the sitemap but 1-hop redirect to https://www.oligopolypeptides.com/research-collections/.,200,https://www.oligopolypeptides.com/research-collections/,https://www.oligopolypeptides.com/research-collections/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Replace with the final destination in the sitemap, or drop it.",,,,,,,,,
P1,https://www.oligopolypeptides.com/peptide-finder/muscle-growth/,Listed in the sitemap but 1-hop redirect to https://www.oligopolypeptides.com/endocrine-receptor-hub/.,200,https://www.oligopolypeptides.com/endocrine-receptor-hub/,https://www.oligopolypeptides.com/endocrine-receptor-hub/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Replace with the final destination in the sitemap, or drop it.",,,,,,,,,
P1,https://www.oligopolypeptides.com/press/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/press/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P1,https://www.oligopolypeptides.com/product-category/neuropeptide-signaling/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/product-category/neuropeptide-signaling/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P1,https://www.oligopolypeptides.com/product-category/research-support/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/product-category/research-support/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P1,https://www.oligopolypeptides.com/products/bpc-157-kpv-blend/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/products/bpc-157-kpv-blend/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P1,https://www.oligopolypeptides.com/products/bpc-157-tb-500-blend/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/products/bpc-157-tb-500-blend/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P1,https://www.oligopolypeptides.com/recovery-research-peptides/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/recovery-research-peptides/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P1,https://www.oligopolypeptides.com/request-account/,Listed in the sitemap but 1-hop redirect to https://www.oligopolypeptides.com/my-account/.,200,https://www.oligopolypeptides.com/my-account/,,"noindex, follow",0,True,"Replace with the final destination in the sitemap, or drop it.",,,,,,,,,
P1,https://www.oligopolypeptides.com/request-quote/,Listed in the sitemap but 1-hop redirect to https://www.oligopolypeptides.com/contact/.,200,https://www.oligopolypeptides.com/contact/,https://www.oligopolypeptides.com/contact/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Replace with the final destination in the sitemap, or drop it.",,,,,,,,,
P1,https://www.oligopolypeptides.com/research-panels/,Listed in the sitemap but 2-hop redirect to https://www.oligopolypeptides.com/research-collections/.,200,https://www.oligopolypeptides.com/research-collections/,https://www.oligopolypeptides.com/research-collections/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",233,True,"Replace with the final destination in the sitemap, or drop it.",,,,,,,,,
P1,https://www.oligopolypeptides.com/research-peptides-houston/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/research-peptides-houston/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P1,https://www.oligopolypeptides.com/research-products/,Listed in the sitemap but 1-hop redirect to https://www.oligopolypeptides.com/research-catalog/.,200,https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/research-catalog/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Replace with the final destination in the sitemap, or drop it.",,,,,,,,,
P1,https://www.oligopolypeptides.com/retatrutide-source/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/retatrutide-source/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P1,https://www.oligopolypeptides.com/sign-in/,Listed in the sitemap but 1-hop redirect to https://www.oligopolypeptides.com/my-account/.,200,https://www.oligopolypeptides.com/my-account/,,"noindex, follow",0,True,"Replace with the final destination in the sitemap, or drop it.",,,,,,,,,
P1,https://www.oligopolypeptides.com/ss-31-vs-mots-c/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/ss-31-vs-mots-c/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P1,https://www.oligopolypeptides.com/tb-500-vs-thymosin-beta-4/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/tb-500-vs-thymosin-beta-4/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P1,https://www.oligopolypeptides.com/texas-research-peptides/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/texas-research-peptides/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P1,https://www.oligopolypeptides.com/transparency/,"In sitemap, indexable, but ZERO internal links point to it (orphan).",200,,https://www.oligopolypeptides.com/transparency/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",0,True,"Link it from a relevant hub/category page, then request indexing.",,,,,,,,,
P2,https://www.oligopolypeptides.com/?product=advanced-multi-pathway-Research Panel,Malformed URL (literal space) with 1 internal links.,0,,,,1,False,Fix the href values; a rename overwrote link targets as well as display text.,,,,,,,,,
P2,https://www.oligopolypeptides.com/?product=metabolic-research-Research Panel,Malformed URL (literal space) with 1 internal links.,0,,,,1,False,Fix the href values; a rename overwrote link targets as well as display text.,,,,,,,,,
P2,https://www.oligopolypeptides.com/?product=recovery-cellular-Research Panel-bpc-157-tb-500-ghk-cu-ss-31,Malformed URL (literal space) with 1 internal links.,0,,,,1,False,Fix the href values; a rename overwrote link targets as well as display text.,,,,,,,,,
P2,https://www.oligopolypeptides.com/?product=recovery-support-Research Panel-bpc-157-tb-500-ara-290,Malformed URL (literal space) with 1 internal links.,0,,,,1,False,Fix the href values; a rename overwrote link targets as well as display text.,,,,,,,,,
P2,https://www.oligopolypeptides.com/?product=starter-research-Research Panel-bpc-157-tb-500-ghk-cu,Malformed URL (literal space) with 1 internal links.,0,,,,1,False,Fix the href values; a rename overwrote link targets as well as display text.,,,,,,,,,
P2,https://www.oligopolypeptides.com/Research Panels/,Malformed URL (literal space) with 31 internal links.,0,,,,31,False,Fix the href values; a rename overwrote link targets as well as display text.,,,,,,,,,
P2,https://www.oligopolypeptides.com/compare/${p.url},404 with 1 internal links pointing at it.,404,https://www.oligopolypeptides.com/compare/p.url,,"follow, noindex",1,False,Restore the page or repoint the links.,,,,,,,,,
P2,https://www.oligopolypeptides.com/endocrine-receptor-ligands-blends/,404 with 5 internal links pointing at it.,404,,,"follow, noindex",5,False,Restore the page or repoint the links.,,,,,,,,,
P2,https://www.oligopolypeptides.com/extracellular-matrix-signaling-blends/,404 with 5 internal links pointing at it.,404,,,"follow, noindex",5,False,Restore the page or repoint the links.,,,,,,,,,
P2,https://www.oligopolypeptides.com/extracellular-matrix-signaling-peptides/,404 with 2 internal links pointing at it.,404,,,"follow, noindex",2,False,Restore the page or repoint the links.,,,,,,,,,
P2,https://www.oligopolypeptides.com/gh-axis-research-peptides-cjc-1295-ipamorelin-tesamorelin/,404 with 3 internal links pointing at it.,404,,,"follow, noindex",3,False,Restore the page or repoint the links.,,,,,,,,,
P2,https://www.oligopolypeptides.com/innate-immune-signaling-peptides-thymosin-alpha-1-kpv-thymosin-beta-4/,404 with 2 internal links pointing at it.,404,,,"follow, noindex",2,False,Restore the page or repoint the links.,,,,,,,,,
P2,https://www.oligopolypeptides.com/neuropeptide-signaling-peptides-semax-selank-dihexa/,404 with 2 internal links pointing at it.,404,,,"follow, noindex",2,False,Restore the page or repoint the links.,,,,,,,,,
P2,https://www.oligopolypeptides.com/products/ara-290,404 with 2 internal links pointing at it.,404,https://www.oligopolypeptides.com/products/ara-290-10mg-research-peptide/,,"follow, noindex",2,False,Restore the page or repoint the links.,,,,,,,,,
P2,https://www.oligopolypeptides.com/products/endocrine-receptor-ligands-Research Panel,Malformed URL (literal space) with 2 internal links.,0,,,,2,False,Fix the href values; a rename overwrote link targets as well as display text.,,,,,,,,,
P2,https://www.oligopolypeptides.com/products/epitalon,404 with 3 internal links pointing at it.,404,https://www.oligopolypeptides.com/products/epitalon-50mg-research-peptide/,,"follow, noindex",3,False,Restore the page or repoint the links.,,,,,,,,,
P2,https://www.oligopolypeptides.com/products/extracellular-matrix-signaling-Research Panel,Malformed URL (literal space) with 1 internal links.,0,,,,1,False,Fix the href values; a rename overwrote link targets as well as display text.,,,,,,,,,
P2,https://www.oligopolypeptides.com/products/igf-1-lr3,404 with 1 internal links pointing at it.,404,https://www.oligopolypeptides.com/products/igf-1-lr3-1mg-research-peptide/,,"follow, noindex",1,False,Restore the page or repoint the links.,,,,,,,,,
P2,https://www.oligopolypeptides.com/products/melanotan-ii,404 with 1 internal links pointing at it.,404,https://www.oligopolypeptides.com/products/melanotan-ii-10mg-research-peptide/,,"follow, noindex",1,False,Restore the page or repoint the links.,,,,,,,,,
P2,https://www.oligopolypeptides.com/products/neuropeptide-signaling-Research Panel/,Malformed URL (literal space) with 2 internal links.,0,,,,2,False,Fix the href values; a rename overwrote link targets as well as display text.,,,,,,,,,
P2,https://www.oligopolypeptides.com/products/peg-mgf-2mg-research-peptide/,404 with 1 internal links pointing at it.,404,,,"follow, noindex",1,False,Restore the page or repoint the links.,,,,,,,,,
P2,https://www.oligopolypeptides.com/products/performance-extracellular-matrix-signaling-Research Panel/,Malformed URL (literal space) with 2 internal links.,0,,,,2,False,Fix the href values; a rename overwrote link targets as well as display text.,,,,,,,,,
P2,https://www.oligopolypeptides.com/products/recovery-mitochondrial-redox-signaling-Research Panel/,Malformed URL (literal space) with 2 internal links.,0,,,,2,False,Fix the href values; a rename overwrote link targets as well as display text.,,,,,,,,,
P2,https://www.oligopolypeptides.com/products/recovery-support-research-Research Panel/,Malformed URL (literal space) with 2 internal links.,0,,,,2,False,Fix the href values; a rename overwrote link targets as well as display text.,,,,,,,,,
P2,https://www.oligopolypeptides.com/products/senescence-telomere-signaling-Research Panel,Malformed URL (literal space) with 2 internal links.,0,,,,2,False,Fix the href values; a rename overwrote link targets as well as display text.,,,,,,,,,
P2,https://www.oligopolypeptides.com/products/starter-research-Research Panel/,Malformed URL (literal space) with 2 internal links.,0,,,,2,False,Fix the href values; a rename overwrote link targets as well as display text.,,,,,,,,,
P2,https://www.oligopolypeptides.com/research-partner-program/context.item.anchor,404 with 1 internal links pointing at it.,404,,,"follow, noindex",1,False,Restore the page or repoint the links.,,,,,,,,,
P2,https://www.oligopolypeptides.com/senescence-telomere-signaling-blends/,404 with 7 internal links pointing at it.,404,,,"follow, noindex",7,False,Restore the page or repoint the links.,,,,,,,,,
P2,https://www.oligopolypeptides.com/tag/research-collections/,404 with 1 internal links pointing at it.,404,,,"follow, noindex",1,False,Restore the page or repoint the links.,,,,,,,,,
